1.5295	1.0761e-005	
1.686	2.13122e-005	
2.9931	3.30236e-005	
3.0512	4.21537e-005	
3.1731	5.12399e-005	
3.2359	5.64948e-005	
3.2999	6.22864e-005	
3.4329	6.53959e-005	
3.5009	7.21009e-005	
3.642	7.57012e-005	
4.3525	8.3428e-005	
4.4381	9.65841e-005	
4.437	0.000106492	
4.5248	0.00011741	
4.5237	0.000129456	
4.6137	0.000135926	
4.7998	0.000142711	
4.9927	0.000157334	
5.0915	0.000173463	
5.2968	0.000182125	
5.5104	0.000191219	
5.732	0.000210812	
5.8468	0.000210798	
6.0826	0.000221324	
6.2036	0.000232386	
6.2006	0.000282504	
6.3263	0.000256209	
6.5799	0.000296594	
6.7108	0.000311416	
6.8436	0.000343338	
7.1195	0.000360479	
7.2604	0.00039744	
7.404	0.000438179	
7.5504	0.000483095	
7.7175	0.000210644	
7.8549	0.00050721	
8.0103	0.000559195	
8.3333	0.000587107	
8.4982	0.000647286	
8.6673	0.000679635	
8.8387	0.000749289	
9.1952	0.00078669	
9.2108	0.000397183	
9.5672	0.000786604	
9.953	0.000825864	
10.354	0.000867083	
10.781	0.000646877	
10.988	0.000910314	
11.431	0.000955755	
11.892	0.001003439	
12.127	0.00110627	
12.37	0.001106209	
12.869	0.001161417	
13.388	0.001219373	
14.206	0.001280158	
14.781	0.001280006	
15.075	0.001343946	
15.683	0.001411014	
16.316	0.001481426	
16.972	0.001633095	
17.656	0.00171457	
18.005	0.001890208	
18.364	0.00198459	
19.107	0.00198439	
19.485	0.002187621	
20.27	0.002296737	
21.536	0.001480334	
35.967	0.004328902	
36.599	0.011430296	
36.586	0.013217663	
36.626	0.008544926	
38.048	0.016036198	
38.098	0.009413486	
38.922	0.005006528	
38.8	0.017661393	
40.482	0.005791187	
40.428	0.009878177	
43.76	0.010364586	
45.454	0.020395967	
46.42	0.012577278	
47.213	0.039939169	
48.286	0.013852982	
50.221	0.016012785	
53.287	0.017632044	
55.429	0.019415653	
57.657	0.021377377	
58.656	0.061172762	
59.975	0.02353443	
63.859	0.006366814	
63.644	0.024687435	
66.202	0.027174674	
68.856	0.031378282	
71.624	0.034527242	
76.005	0.03620889	
80.653	0.037970358	
85.431	0.080930304	
87.3	0.039812006	
92.606	0.048156205	
98.258	0.052937041	
100.2	0.058189118	
106.19	0.101972248	
108.45	0.063926404	
110.43	0.122496959	
112.6	0.14035189	
115.05	0.073588016	
119.45	0.167830408	
122.07	0.080784212	
126.98	0.088659191	
137.17	0.199962865	
137.43	0.097240242	
142.96	0.10662425	
151.68	0.116841967	
164.16	0.127951525	
167.21	0.217826084	
170.76	0.140062866	
181.16	0.160203442	
184.59	0.237144778	
192.17	0.191122533	
199.92	0.19960677	
207.81	0.280166837	
216.37	0.217563621	
229.58	0.236906463	
238.81	0.257691462	
258.49	0.268559204	
279.79	0.279794853	
291.01	0.316002706	
302.71	0.342036408	
314.88	0.369573176	
340.75	0.413604874	
361.5	0.46076085	
383.56	0.493688398	
415.22	0.493543149	
440.67	0.493434132	
476.88	0.544716807	
505.98	0.579836053	
536.93	0.597526665	
558.58	0.615332134	
592.75	0.633139815	
616.58	0.66885514	
641.52	0.668779373	
694.48	0.668627727	
766.77	0.686209639	
829.76	0.738397437	
898.14	0.755203077	
934.25	0.787976605	
991.27	0.819009767	
1031.1	0.848001844	
1093.9	0.886932916	
1115.4	0.919753765	
1114.9	0.953374355	
1332.7	0.953237586	
1500.2	0.979863372	
