1	0	-12.082376599448	-18.681917014651	
1.2589254117942	0.1	-15.191750119635	-14.73060187911	
1.5848931924611	0.2	-19.087043199886	-10.807625978229	
1.9952623149689	0.3	-23.952282408629	-6.9293262600929	
2.5118864315096	0.4	-29.999170755809	-3.1211487118203	
3.1622776601684	0.5	-37.453882091924	0.57790074496943	
3.981071705535	0.6	-46.521528383686	4.1098948821343	
5.0118723362727	0.7	-57.312315236669	7.3939508624802	
6.3095734448019	0.8	-69.722650643173	10.329527414088	
7.9432823472428	0.9	-83.312443252063	12.8159077162	
10	1	-97.296353448258	14.788731734622	
12.589254117942	1.1	-110.74726775428	16.251928178412	
15.848931924611	1.2	-122.90759703735	17.27561781842	
19.952623149689	1.3	-133.37096969722	17.962143294959	
25.118864315096	1.4	-142.05474566083	18.410763809778	
31.622776601684	1.5	-149.07298737752	18.700232409851	
39.81071705535	1.6	-154.62107128146	18.886740315213	
50.118723362727	1.7	-158.90589347083	19.008395860341	
63.095734448019	1.8	-162.11262223531	19.090707609938	
79.432823472428	1.9	-164.39227003337	19.151148394547	
100	2	-165.85939786472	19.20258349656	
125.89254117942	2.1	-166.59451497029	19.255864630814	
158.48931924611	2.2	-166.64915613704	19.321949242248	
199.52623149689	2.3	-166.05379212338	19.413810254593	
251.18864315096	2.4	-164.83030713885	19.548211348628	
316.22776601684	2.5	-163.0117884502	19.747077789066	
398.1071705535	2.6	-160.67176431929	20.037624321495	
501.18723362727	2.7	-157.96043766488	20.449747315189	
630.95734448019	2.8	-155.13498366512	21.009143843879	
794.32823472428	2.9	-152.55900308705	21.726389516695	
1000	3	-150.64797669604	22.585956488042	
1258.9254117942	3.1	-149.76551968815	23.541916624806	
1584.8931924611	3.2	-150.11254588288	24.524881019904	
1995.2623149689	3.3	-151.66267538624	25.458530449871	
2511.8864315096	3.4	-154.17468500183	26.279018118552	
3162.2776601684	3.5	-157.27645657933	26.949186656862	
3981.071705535	3.6	-160.58054812731	27.462027204557	
5011.8723362727	3.7	-163.77741959436	27.833687380861	
6309.5734448019	3.8	-166.67405620372	28.091819977063	
7943.2823472428	3.9	-169.18399908778	28.265573362131	
10000	4	-171.29506422292	28.379982235542	
12589.254117942	4.1	-173.03675171843	28.454197715226	
15848.931924611	4.2	-174.45668204163	28.501865859743	
19952.623149689	4.3	-175.60661551947	28.532285447631	
25118.864315096	4.4	-176.5354189248	28.551616167501	
31622.776601684	4.5	-177.28621775938	28.563865624443	
39810.71705535	4.6	-177.89577477548	28.571611395877	
50118.723362727	4.7	-178.39492305314	28.576498740289	
63095.73444802	4.8	-178.80942348393	28.579571923601	
79432.823472428	4.9	-179.16093684924	28.581490033229	
100000	5	-179.46797477895	28.582665394956	
125892.54117942	5.1	-179.74678319873	28.583351034969	
158489.31924611	5.2	-180.01215561901	28.583694682169	
199526.23149689	5.3	-180.27819418523	28.583770413182	
251188.64315096	5.4	-180.55904584823	28.583594551136	
316227.76601684	5.5	-180.86964553805	28.583129167671	
398107.1705535	5.6	-181.22650086837	28.58227392482	
501187.23362727	5.7	-181.64855489696	28.580844521711	
630957.3444802	5.8	-182.15816482291	28.578533189072	
794328.23472428	5.9	-182.78223393374	28.57484295376	
1000000	6	-183.55352837744	28.568982113512	
1258925.4117942	6.1	-184.51219263244	28.559697713783	
1584893.1924611	6.2	-185.70743454836	28.545015977301	
1995262.3149689	6.3	-187.19925760104	28.521843251419	
2511886.4315096	6.4	-189.05993086588	28.485364695297	
3162277.6601684	6.5	-191.37453787429	28.42816675538	
3981071.705535	6.6	-194.23935158303	28.339023687745	
5011872.3362727	6.7	-197.75591927918	28.201373635414	
6309573.444802	6.8	-202.0178685255	27.99174636772	
7943282.3472429	6.9	-207.08758216237	27.678876314354	
10000000	7	-212.96324592634	27.224868865032	
12589254.117942	7.1	-219.54561274473	26.590029308752	
15848931.924611	7.2	-226.6254448229	25.741690947939	
19952623.149689	7.3	-233.91382317183	24.664149550355	
25118864.315096	7.4	-241.11474492152	23.364078752107	
31622776.601684	7.5	-248.00597072822	21.867607040907	
39810717.05535	7.6	-254.48692481732	20.210980342497	
50118723.362727	7.7	-260.58049436999	18.430385770345	
63095734.44802	7.8	-266.4053917943	16.555011425779	
79432823.472429	7.9	-272.14189094428	14.603902460918	
100000000	8	-278.00318427865	12.585175041656	
125892541.17942	8.1	-284.21309380291	10.496097535924	
158489319.24611	8.2	-290.98483496181	8.3234064287751	
199526231.49689	8.3	-298.49474575354	6.0442841674208	
251188643.15096	8.4	-306.84907213017	3.6293889529986	
316227766.01684	8.5	-316.05167987287	1.0496372640594	
398107170.5535	8.6	-325.99204337404	-1.7129714771874	
501187233.62728	8.7	-336.4721660252	-4.6536234347078	
630957344.4802	8.8	-347.2660535716	-7.7379905007215	
794328234.72429	8.9	-358.1731743107	-10.904814484152	
1000000000	9	-9.0273257958291	-14.076840276173	
