1	0	0.11632593409132	-12.055479607	-18.686469028363	
1.2589254117942	0.1	0.18327730896544	-15.156588191832	-14.737826009114	
1.5848931924611	0.2	0.2877697921076	-19.040101278687	-10.819095939019	
1.9952623149689	0.3	0.44938947957531	-23.88761348283	-6.9475419768278	
2.5118864315096	0.4	0.6958202085924	-29.905996928821	-3.1500592452346	
3.1622776601684	0.5	1.0631829438352	-37.311523191555	0.53216001599828	
3.981071705535	0.6	1.59187355844	-46.289054526497	4.038171380438	
5.0118723362727	0.7	2.3130629298074	-56.909580647118	7.2837489692586	
6.3095734448019	0.8	3.2235308892855	-69.002739032531	10.166636723342	
7.9432823472428	0.9	4.2607112148981	-82.037908117228	12.589641986396	
10	1	5.3087200251948	-95.144026508159	14.499796436681	
12.589254117942	1.1	6.2501578190147	-107.3491113449	15.917819671879	
15.848931924611	1.2	7.0227428162539	-117.89500237566	16.930135283385	
19.952623149689	1.3	7.6317747580445	-126.39028789979	17.652510884912	
25.118864315096	1.4	8.1260927453999	-132.76279707545	18.197635494894	
31.622776601684	1.5	8.5721467223346	-137.14249607152	18.661791917846	
39.81071705535	1.6	9.0412916669483	-139.7789397019	19.124609591268	
50.118723362727	1.7	9.6066348885554	-141.01394016044	19.651425702867	
63.095734448019	1.8	10.341601109383	-141.28378675118	20.291755647768	
79.432823472428	1.9	11.314232742762	-141.1105386301	21.072502165581	
100	2	12.574266209887	-141.04920045521	21.989653011266	
125.89254117942	2.1	14.133986108376	-141.58955698651	23.005293202629	
158.48931924611	2.2	15.948955175993	-143.04981294814	24.05464474954	
199.52623149689	2.3	17.910172253141	-145.5103746462	25.061995254925	
251.18864315096	2.4	19.860767909358	-148.81647833879	25.959920726439	
316.22776601684	2.5	21.639435429696	-152.64991775119	26.704918517816	
398.1071705535	2.6	23.13049591539	-156.64148046397	27.283698881965	
501.18723362727	2.7	24.290316922125	-160.4749954198	27.708663623918	
630.95734448019	2.8	25.138791414518	-163.94283493502	28.006887889733	
794.32823472428	2.9	25.731102984699	-166.9480496759	28.209168059925	
1000	3	26.130870231223	-169.47597133189	28.343077463834	
1258.9254117942	3.1	26.39447153206	-171.56021119629	28.430259420312	
1584.8931924611	3.2	26.565596407654	-173.25615250614	28.486391408601	
1995.2623149689	3.3	26.675556506195	-174.62448903483	28.522269769089	
2511.8864315096	3.4	26.745747645218	-175.72265159992	28.545094851616	
3162.2776601684	3.5	26.790363159603	-176.60118835321	28.559572015459	
3981.071705535	3.6	26.818645365657	-177.3028450482	28.56873674915	
5011.8723362727	3.7	26.836542793686	-177.86294242666	28.574531345936	
6309.5734448019	3.8	26.847855991508	-178.31027622344	28.578192193088	
7943.2823472428	3.9	26.855001873982	-178.66814953853	28.580503740345	
10000	4	26.859512886868	-178.95535962305	28.581962644343	
12589.254117942	4.1	26.862358744596	-179.18707053785	28.58288289546	
15848.931924611	4.2	26.864152137148	-179.37555604869	28.583462765975	
19952.623149689	4.3	26.865279540617	-179.53082075175	28.583827277633	
25118.864315096	4.4	26.865984047836	-179.66111653505	28.584055050872	
31622.776601684	4.5	26.866417629116	-179.77337382943	28.584195228456	
39810.71705535	4.6	26.866673835197	-179.8735665651	28.584278059266	
50118.723362727	4.7	26.866807950299	-179.96702823103	28.584321418042	
63095.73444802	4.8	26.866848917713	-180.05873484088	28.584334662569	
79432.823472428	4.9	26.866805578685	-180.15356934769	28.584320651312	
100000	5	26.866668582095	-180.25658130248	28.584276360959	
125892.54117942	5.1	26.866408357091	-180.37325539775	28.584192230818	
